Bot,Simulation,q,Time Step,Result
Bot1,16,0.20,38,Success
Bot2,16,0.20,38,Success
Bot3,16,0.20,38,Success
Bot4,16,0.20,38,Success
Bot1,17,0.20,27,Success
Bot2,17,0.20,27,Success
Bot3,17,0.20,27,Success
Bot4,17,0.20,27,Success
Bot1,18,0.20,10,Success
Bot2,18,0.20,10,Success
Bot3,18,0.20,10,Success
Bot4,18,0.20,10,Success
Bot1,19,0.20,7,Success
Bot2,19,0.20,7,Success
Bot3,19,0.20,7,Success
Bot4,19,0.20,7,Success
Bot1,20,0.20,27,Success
Bot2,20,0.20,27,Success
Bot3,20,0.20,27,Success
Bot4,20,0.20,27,Success
Bot1,21,0.20,36,Success
Bot2,21,0.20,36,Success
Bot3,21,0.20,36,Success
Bot4,21,0.20,36,Success
Bot1,22,0.20,45,Success
Bot2,22,0.20,45,Success
Bot3,22,0.20,45,Success
Bot4,22,0.20,45,Success
Bot1,23,0.20,48,Success
Bot2,23,0.20,48,Success
Bot3,23,0.20,48,Success
Bot4,23,0.20,48,Success
Bot1,24,0.20,21,Bot got caught in fire
Bot2,24,0.20,33,Success
Bot3,24,0.20,33,Success
Bot4,24,0.20,33,Success
Bot1,25,0.20,44,Bot got caught in fire
Bot2,25,0.20,42,Bot got caught in fire along path
Bot3,25,0.20,44,Bot got caught in fire along path
Bot4,25,0.20,37,No path to the goal available
Bot1,26,0.20,13,Bot got caught in fire
Bot2,26,0.20,12,Bot got caught in fire along path
Bot3,26,0.20,10,Bot got caught in fire along path
Bot4,26,0.20,42,Success
Bot1,27,0.20,40,Bot got caught in fire
Bot2,27,0.20,43,Bot got caught in fire along path
Bot3,27,0.20,41,Bot got caught in fire along path
Bot4,27,0.20,58,Success
Bot1,28,0.20,39,Success
Bot2,28,0.20,39,Success
Bot3,28,0.20,39,Success
Bot4,28,0.20,39,Success
Bot1,29,0.20,32,Success
Bot2,29,0.20,32,Success
Bot3,29,0.20,32,Success
Bot4,29,0.20,32,Success
Bot1,30,0.20,42,Success
Bot2,30,0.20,44,Success
Bot3,30,0.20,42,Success
Bot4,30,0.20,42,Success
Bot1,31,0.20,10,Success
Bot2,31,0.20,10,Success
Bot3,31,0.20,10,Success
Bot4,31,0.20,10,Success
Bot1,32,0.20,13,Success
Bot2,32,0.20,13,Success
Bot3,32,0.20,13,Success
Bot4,32,0.20,13,Success
Bot1,33,0.20,16,Success
Bot2,33,0.20,16,Success
Bot3,33,0.20,16,Success
Bot4,33,0.20,16,Success
Bot1,34,0.20,29,Success
Bot2,34,0.20,29,Success
Bot3,34,0.20,29,Success
Bot4,34,0.20,29,Success
Bot1,35,0.20,26,Bot got caught in fire
Bot2,35,0.20,24,Bot got caught in fire along path
Bot3,35,0.20,27,Bot got caught in fire along path
Bot4,35,0.20,18,No path to the goal available
Bot1,36,0.20,52,Success
Bot2,36,0.20,52,Success
Bot3,36,0.20,52,Success
Bot4,36,0.20,52,Success
Bot1,37,0.20,22,Success
Bot2,37,0.20,22,Success
Bot3,37,0.20,22,Success
Bot4,37,0.20,22,Success
Bot1,38,0.20,15,Success
Bot2,38,0.20,15,Success
Bot3,38,0.20,15,Success
Bot4,38,0.20,15,Success
Bot1,39,0.20,14,Success
Bot2,39,0.20,14,Success
Bot3,39,0.20,14,Success
Bot4,39,0.20,14,Success
Bot1,40,0.20,32,Success
Bot2,40,0.20,32,Success
Bot3,40,0.20,32,Success
Bot4,40,0.20,32,Success
Bot1,41,0.20,28,Success
Bot2,41,0.20,28,Success
Bot3,41,0.20,28,Success
Bot4,41,0.20,28,Success
Bot1,42,0.20,10,Bot got caught in fire
Bot2,42,0.20,39,Success
Bot3,42,0.20,39,Success
Bot4,42,0.20,39,Success
Bot1,43,0.20,12,Success
Bot2,43,0.20,12,Success
Bot3,43,0.20,12,Success
Bot4,43,0.20,12,Success
Bot1,44,0.20,15,Success
Bot2,44,0.20,15,Success
Bot3,44,0.20,15,Success
Bot4,44,0.20,15,Success
Bot1,45,0.20,29,Success
Bot2,45,0.20,18,Bot got caught in fire along path
Bot3,45,0.20,12,Bot got caught in fire along path
Bot4,45,0.20,33,Success
Bot1,46,0.20,25,Success
Bot2,46,0.20,25,Success
Bot3,46,0.20,25,Success
Bot4,46,0.20,25,Success
Bot1,47,0.20,24,Bot got caught in fire
Bot2,47,0.20,25,Bot got caught in fire along path
Bot3,47,0.20,25,Bot got caught in fire along path
Bot4,47,0.20,44,Success
Bot1,48,0.20,40,Success
Bot2,48,0.20,40,Success
Bot3,48,0.20,40,Success
Bot4,48,0.20,40,Success
Bot1,49,0.20,22,Success
Bot2,49,0.20,22,Success
Bot3,49,0.20,22,Success
Bot4,49,0.20,22,Success
Bot1,50,0.20,31,Success
Bot2,50,0.20,31,Success
Bot3,50,0.20,31,Success
Bot4,50,0.20,31,Success
Bot1,51,0.20,8,Bot got caught in fire
Bot2,51,0.20,8,Bot got caught in fire along path
Bot3,51,0.20,37,Success
Bot4,51,0.20,55,Success
Bot1,52,0.20,23,Success
Bot2,52,0.20,23,Success
Bot3,52,0.20,23,Success
Bot4,52,0.20,23,Success
Bot1,53,0.20,33,Success
Bot2,53,0.20,33,Success
Bot3,53,0.20,33,Success
Bot4,53,0.20,33,Success
Bot1,54,0.20,8,Bot got caught in fire
Bot2,54,0.20,11,Bot got caught in fire along path
Bot3,54,0.20,11,Bot got caught in fire along path
Bot4,54,0.20,10,No path to the goal available
Bot1,55,0.20,41,Success
Bot2,55,0.20,45,Success
Bot3,55,0.20,41,Success
Bot4,55,0.20,41,Success
Bot1,56,0.20,27,Bot got caught in fire
Bot2,56,0.20,27,Bot got caught in fire along path
Bot3,56,0.20,43,Success
Bot4,56,0.20,79,Success
Bot1,57,0.20,31,Success
Bot2,57,0.20,31,Success
Bot3,57,0.20,31,Success
Bot4,57,0.20,31,Success
Bot1,58,0.20,2,Success
Bot2,58,0.20,2,Success
Bot3,58,0.20,2,Success
Bot4,58,0.20,2,Success
Bot1,59,0.20,15,Success
Bot2,59,0.20,15,Success
Bot3,59,0.20,15,Success
Bot4,59,0.20,15,Success
Bot1,60,0.20,39,Success
Bot2,60,0.20,39,Success
Bot3,60,0.20,39,Success
Bot4,60,0.20,39,Success
Bot1,61,0.20,32,Success
Bot2,61,0.20,32,Success
Bot3,61,0.20,25,Bot got caught in fire along path
Bot4,61,0.20,32,Success
Bot1,62,0.20,35,Success
Bot2,62,0.20,37,Success
Bot3,62,0.20,35,Success
Bot4,62,0.20,35,Success
Bot1,63,0.20,12,Success
Bot2,63,0.20,12,Success
Bot3,63,0.20,12,Success
Bot4,63,0.20,12,Success
Bot1,64,0.20,10,Success
Bot2,64,0.20,12,Success
Bot3,64,0.20,10,Success
Bot4,64,0.20,10,Success
Bot1,65,0.20,15,Success
Bot2,65,0.20,15,Success
Bot3,65,0.20,15,Success
Bot4,65,0.20,15,Success
Bot1,66,0.20,22,Success
Bot2,66,0.20,22,Success
Bot3,66,0.20,22,Success
Bot4,66,0.20,22,Success
Bot1,67,0.20,15,Success
Bot2,67,0.20,17,Success
Bot3,67,0.20,15,Success
Bot4,67,0.20,15,Success
Bot1,68,0.20,36,Success
Bot2,68,0.20,36,Success
Bot3,68,0.20,36,Success
Bot4,68,0.20,36,Success
Bot1,69,0.20,43,Success
Bot2,69,0.20,43,Success
Bot3,69,0.20,43,Success
Bot4,69,0.20,43,Success
Bot1,70,0.20,13,Success
Bot2,70,0.20,13,Success
Bot3,70,0.20,13,Success
Bot4,70,0.20,13,Success
Bot1,71,0.20,9,Success
Bot2,71,0.20,9,Success
Bot3,71,0.20,9,Success
Bot4,71,0.20,9,Success
Bot1,72,0.20,16,Success
Bot2,72,0.20,16,Success
Bot3,72,0.20,16,Success
Bot4,72,0.20,16,Success
Bot1,73,0.20,17,Success
Bot2,73,0.20,17,Success
Bot3,73,0.20,17,Success
Bot4,73,0.20,17,Success
Bot1,74,0.20,35,Success
Bot2,74,0.20,37,Success
Bot3,74,0.20,35,Success
Bot4,74,0.20,35,Success
Bot1,75,0.20,37,Success
Bot2,75,0.20,37,Success
Bot3,75,0.20,37,Success
Bot4,75,0.20,37,Success
Bot1,76,0.20,32,Success
Bot2,76,0.20,32,Success
Bot3,76,0.20,32,Success
Bot4,76,0.20,32,Success
Bot1,77,0.20,17,Success
Bot2,77,0.20,17,Success
Bot3,77,0.20,17,Success
Bot4,77,0.20,17,Success
Bot1,78,0.20,21,Success
Bot2,78,0.20,21,Success
Bot3,78,0.20,21,Success
Bot4,78,0.20,21,Success
Bot1,79,0.20,2,Success
Bot2,79,0.20,2,Success
Bot3,79,0.20,2,Success
Bot4,79,0.20,2,Success
Bot1,80,0.20,31,Success
Bot2,80,0.20,31,Success
Bot3,80,0.20,31,Success
Bot4,80,0.20,31,Success
Bot1,81,0.20,58,Success
Bot2,81,0.20,58,Success
Bot3,81,0.20,58,Success
Bot4,81,0.20,58,Success
Bot1,82,0.20,26,Success
Bot2,82,0.20,26,Success
Bot3,82,0.20,26,Success
Bot4,82,0.20,26,Success
Bot1,83,0.20,31,Success
Bot2,83,0.20,31,Success
Bot3,83,0.20,31,Success
Bot4,83,0.20,31,Success
Bot1,84,0.20,11,Success
Bot2,84,0.20,11,Success
Bot3,84,0.20,11,Success
Bot4,84,0.20,11,Success
Bot1,85,0.20,17,Success
Bot2,85,0.20,17,Success
Bot3,85,0.20,17,Success
Bot4,85,0.20,17,Success
Bot1,86,0.20,25,Bot got caught in fire
Bot2,86,0.20,21,Bot got caught in fire along path
Bot3,86,0.20,61,Success
Bot4,86,0.20,63,Success
Bot1,87,0.20,29,Success
Bot2,87,0.20,29,Success
Bot3,87,0.20,29,Success
Bot4,87,0.20,29,Success
Bot1,88,0.20,29,Success
Bot2,88,0.20,29,Success
Bot3,88,0.20,29,Success
Bot4,88,0.20,29,Success
Bot1,89,0.20,14,Success
Bot2,89,0.20,14,Success
Bot3,89,0.20,14,Success
Bot4,89,0.20,14,Success
Bot1,90,0.20,28,Success
Bot2,90,0.20,28,Success
Bot3,90,0.20,28,Success
Bot4,90,0.20,28,Success
Bot1,91,0.20,30,Success
Bot2,91,0.20,30,Success
Bot3,91,0.20,30,Success
Bot4,91,0.20,30,Success
Bot1,92,0.20,21,Bot got caught in fire
Bot2,92,0.20,20,Bot got caught in fire along path
Bot3,92,0.20,22,Bot got caught in fire along path
Bot4,92,0.20,47,Success
Bot1,93,0.20,8,Success
Bot2,93,0.20,8,Success
Bot3,93,0.20,8,Success
Bot4,93,0.20,8,Success
Bot1,94,0.20,19,Success
Bot2,94,0.20,19,Success
Bot3,94,0.20,19,Success
Bot4,94,0.20,19,Success
Bot1,95,0.20,8,Success
Bot2,95,0.20,8,Success
Bot3,95,0.20,8,Success
Bot4,95,0.20,8,Success
Bot1,96,0.20,8,Success
Bot2,96,0.20,8,Success
Bot3,96,0.20,8,Success
Bot4,96,0.20,8,Success
Bot1,97,0.20,14,Success
Bot2,97,0.20,14,Success
Bot3,97,0.20,14,Success
Bot4,97,0.20,14,Success
Bot1,98,0.20,34,Success
Bot2,98,0.20,36,Success
Bot3,98,0.20,34,Success
Bot4,98,0.20,34,Success
Bot1,99,0.20,30,Success
Bot2,99,0.20,30,Success
Bot3,99,0.20,30,Success
Bot4,99,0.20,30,Success
Bot1,100,0.20,32,Success
Bot2,100,0.20,32,Success
Bot3,100,0.20,32,Success
Bot4,100,0.20,32,Success
Bot1,1,0.30,1,Success
Bot2,1,0.30,1,Success
Bot3,1,0.30,1,Success
Bot4,1,0.30,1,Success
Bot1,2,0.30,27,Bot got caught in fire
Bot2,2,0.30,26,Bot got caught in fire along path
Bot3,2,0.30,23,Bot got caught in fire along path
Bot4,2,0.30,32,No path to the goal available
Bot1,3,0.30,51,Success
Bot2,3,0.30,51,Success
Bot3,3,0.30,51,Success
Bot4,3,0.30,51,Success
Bot1,4,0.30,35,Success
Bot2,4,0.30,35,Success
Bot3,4,0.30,35,Success
Bot4,4,0.30,35,Success
Bot1,5,0.30,40,Success
Bot2,5,0.30,40,Success
Bot3,5,0.30,40,Success
Bot4,5,0.30,40,Success
Bot1,6,0.30,6,Success
Bot2,6,0.30,6,Success
Bot3,6,0.30,6,Success
Bot4,6,0.30,6,Success
Bot1,7,0.30,5,Success
Bot2,7,0.30,5,Success
Bot3,7,0.30,5,Success
Bot4,7,0.30,5,Success
Bot1,8,0.30,27,Success
Bot2,8,0.30,27,Success
Bot3,8,0.30,27,Success
Bot4,8,0.30,27,Success
Bot1,9,0.30,21,Bot got caught in fire
Bot2,9,0.30,21,Bot got caught in fire along path
Bot3,9,0.30,21,Bot got caught in fire along path
Bot4,9,0.30,14,No path to the goal available
Bot1,10,0.30,33,Success
Bot2,10,0.30,33,Success
Bot3,10,0.30,33,Success
Bot4,10,0.30,33,Success
Bot1,11,0.30,30,Success
Bot2,11,0.30,30,Success
Bot3,11,0.30,30,Success
Bot4,11,0.30,30,Success
Bot1,12,0.30,16,Success
Bot2,12,0.30,16,Success
Bot3,12,0.30,16,Success
Bot4,12,0.30,16,Success
Bot1,13,0.30,33,Success
Bot2,13,0.30,35,Success
Bot3,13,0.30,33,Success
Bot4,13,0.30,33,Success
Bot1,14,0.30,31,Success
Bot2,14,0.30,31,Success
Bot3,14,0.30,31,Success
Bot4,14,0.30,31,Success
Bot1,15,0.30,61,Success
Bot2,15,0.30,47,Bot got caught in fire along path
Bot3,15,0.30,41,Bot got caught in fire along path
Bot4,15,0.30,61,Success
Bot1,16,0.30,21,Success
Bot2,16,0.30,21,Success
Bot3,16,0.30,21,Success
Bot4,16,0.30,21,Success
Bot1,17,0.30,14,Success
Bot2,17,0.30,14,Success
Bot3,17,0.30,14,Success
Bot4,17,0.30,14,Success
Bot1,18,0.30,43,Success
Bot2,18,0.30,43,Success
Bot3,18,0.30,43,Success
Bot4,18,0.30,43,Success
Bot1,19,0.30,36,Success
Bot2,19,0.30,36,Success
Bot3,19,0.30,36,Success
Bot4,19,0.30,36,Success
Bot1,20,0.30,11,Success
Bot2,20,0.30,11,Success
Bot3,20,0.30,11,Success
Bot4,20,0.30,11,Success
Bot1,21,0.30,12,Bot got caught in fire
Bot2,21,0.30,14,Bot got caught in fire along path
Bot3,21,0.30,13,Bot got caught in fire along path
Bot4,21,0.30,38,Success
Bot1,22,0.30,30,Success
Bot2,22,0.30,30,Success
Bot3,22,0.30,30,Success
Bot4,22,0.30,30,Success
Bot1,23,0.30,30,Success
Bot2,23,0.30,32,Success
Bot3,23,0.30,30,Success
Bot4,23,0.30,30,Success
Bot1,24,0.30,24,Success
Bot2,24,0.30,26,Success
Bot3,24,0.30,24,Success
Bot4,24,0.30,24,Success
Bot1,25,0.30,20,Success
Bot2,25,0.30,22,Success
Bot3,25,0.30,20,Success
Bot4,25,0.30,20,Success
Bot1,26,0.30,45,Success
Bot2,26,0.30,45,Success
Bot3,26,0.30,45,Success
Bot4,26,0.30,51,Success
Bot1,27,0.30,19,Success
Bot2,27,0.30,19,Success
Bot3,27,0.30,19,Success
Bot4,27,0.30,19,Success
Bot1,28,0.30,36,Success
Bot2,28,0.30,36,Success
Bot3,28,0.30,36,Success
Bot4,28,0.30,36,Success
Bot1,29,0.30,34,Success
Bot2,29,0.30,36,Success
Bot3,29,0.30,34,Success
Bot4,29,0.30,36,Success
Bot1,30,0.30,34,Success
Bot2,30,0.30,34,Success
Bot3,30,0.30,34,Success
Bot4,30,0.30,34,Success
Bot1,31,0.30,12,Success
Bot2,31,0.30,12,Success
Bot3,31,0.30,12,Success
Bot4,31,0.30,12,Success
Bot1,32,0.30,32,Success
Bot2,32,0.30,32,Success
Bot3,32,0.30,32,Success
Bot4,32,0.30,32,Success
Bot1,33,0.30,11,Bot got caught in fire
Bot2,33,0.30,24,Success
Bot3,33,0.30,9,Bot got caught in fire along path
Bot4,33,0.30,26,Success
Bot1,34,0.30,8,Success
Bot2,34,0.30,8,Success
Bot3,34,0.30,8,Success
Bot4,34,0.30,8,Success
Bot1,35,0.30,34,Success
Bot2,35,0.30,34,Success
Bot3,35,0.30,34,Success
Bot4,35,0.30,34,Success
Bot1,36,0.30,14,Success
Bot2,36,0.30,14,Success
Bot3,36,0.30,14,Success
Bot4,36,0.30,14,Success
Bot1,37,0.30,15,Success
Bot2,37,0.30,15,Success
Bot3,37,0.30,15,Success
Bot4,37,0.30,15,Success
Bot1,38,0.30,29,Bot got caught in fire
Bot2,38,0.30,26,Bot got caught in fire along path
Bot3,38,0.30,33,Success
Bot4,38,0.30,37,Success
Bot1,39,0.30,25,Bot got caught in fire
Bot2,39,0.30,27,Bot got caught in fire along path
Bot3,39,0.30,25,Bot got caught in fire along path
Bot4,39,0.30,43,Success
Bot1,40,0.30,34,Success
Bot2,40,0.30,36,Success
Bot3,40,0.30,34,Success
Bot4,40,0.30,34,Success
Bot1,41,0.30,19,Success
Bot2,41,0.30,19,Success
Bot3,41,0.30,19,Success
Bot4,41,0.30,19,Success
Bot1,42,0.30,25,Success
Bot2,42,0.30,24,Bot got caught in fire along path
Bot3,42,0.30,25,Success
Bot4,42,0.30,25,Success
Bot1,43,0.30,46,Success
Bot2,43,0.30,46,Success
Bot3,43,0.30,46,Success
Bot4,43,0.30,46,Success
Bot1,44,0.30,23,Success
Bot2,44,0.30,25,Success
Bot3,44,0.30,23,Success
Bot4,44,0.30,23,Success
Bot1,45,0.30,25,Success
Bot2,45,0.30,25,Success
Bot3,45,0.30,25,Success
Bot4,45,0.30,25,Success
Bot1,46,0.30,19,Success
Bot2,46,0.30,19,Success
Bot3,46,0.30,19,Success
Bot4,46,0.30,19,Success
Bot1,47,0.30,11,Success
Bot2,47,0.30,11,Success
Bot3,47,0.30,11,Success
Bot4,47,0.30,11,Success
Bot1,48,0.30,8,Success
Bot2,48,0.30,8,Success
Bot3,48,0.30,8,Success
Bot4,48,0.30,8,Success
Bot1,49,0.30,26,Success
Bot2,49,0.30,26,Success
Bot3,49,0.30,26,Success
Bot4,49,0.30,26,Success
Bot1,50,0.30,14,Success
Bot2,50,0.30,14,Success
Bot3,50,0.30,14,Success
Bot4,50,0.30,14,Success
Bot1,51,0.30,41,Success
Bot2,51,0.30,41,Success
Bot3,51,0.30,41,Success
Bot4,51,0.30,41,Success
Bot1,52,0.30,45,Success
Bot2,52,0.30,45,Bot got caught in fire along path
Bot3,52,0.30,41,Bot got caught in fire along path
Bot4,52,0.30,45,Success
Bot1,53,0.30,38,Success
Bot2,53,0.30,38,Success
Bot3,53,0.30,38,Success
Bot4,53,0.30,38,Success
Bot1,54,0.30,17,Success
Bot2,54,0.30,17,Success
Bot3,54,0.30,17,Success
Bot4,54,0.30,17,Success
Bot1,55,0.30,22,Success
Bot2,55,0.30,24,Success
Bot3,55,0.30,22,Success
Bot4,55,0.30,22,Success
Bot1,56,0.30,15,Success
Bot2,56,0.30,15,Success
Bot3,56,0.30,15,Success
Bot4,56,0.30,15,Success
Bot1,57,0.30,24,Success
Bot2,57,0.30,24,Success
Bot3,57,0.30,24,Success
Bot4,57,0.30,24,Success
Bot1,58,0.30,44,Success
Bot2,58,0.30,44,Success
Bot3,58,0.30,44,Success
Bot4,58,0.30,44,Success
Bot1,59,0.30,22,Success
Bot2,59,0.30,24,Success
Bot3,59,0.30,22,Success
Bot4,59,0.30,22,Success
Bot1,60,0.30,27,Success
Bot2,60,0.30,27,Success
Bot3,60,0.30,27,Success
Bot4,60,0.30,27,Success
Bot1,61,0.30,51,Success
Bot2,61,0.30,51,Success
Bot3,61,0.30,51,Success
Bot4,61,0.30,51,Success
Bot1,62,0.30,13,Bot got caught in fire
Bot2,62,0.30,42,Success
Bot3,62,0.30,42,Success
Bot4,62,0.30,32,No path to the goal available
Bot1,63,0.30,34,Success
Bot2,63,0.30,36,Success
Bot3,63,0.30,34,Success
Bot4,63,0.30,34,Success
Bot1,64,0.30,25,Success
Bot2,64,0.30,25,Success
Bot3,64,0.30,25,Success
Bot4,64,0.30,25,Success
Bot1,65,0.30,7,Success
Bot2,65,0.30,7,Success
Bot3,65,0.30,7,Success
Bot4,65,0.30,7,Success
Bot1,66,0.30,27,Success
Bot2,66,0.30,27,Success
Bot3,66,0.30,27,Success
Bot4,66,0.30,27,Success
Bot1,67,0.30,33,Bot got caught in fire
Bot2,67,0.30,35,Bot got caught in fire along path
Bot3,67,0.30,32,Bot got caught in fire along path
Bot4,67,0.30,38,Success
Bot1,68,0.30,13,Bot got caught in fire
Bot2,68,0.30,20,Bot got caught in fire along path
Bot3,68,0.30,13,Bot got caught in fire along path
Bot4,68,0.30,41,Success
Bot1,69,0.30,23,Success
Bot2,69,0.30,25,Success
Bot3,69,0.30,23,Success
Bot4,69,0.30,23,Success
Bot1,70,0.30,30,Success
Bot2,70,0.30,30,Success
Bot3,70,0.30,30,Success
Bot4,70,0.30,30,Success
Bot1,71,0.30,12,Success
Bot2,71,0.30,12,Success
Bot3,71,0.30,12,Success
Bot4,71,0.30,12,Success
Bot1,72,0.30,32,Success
Bot2,72,0.30,32,Success
Bot3,72,0.30,32,Success
Bot4,72,0.30,32,Success
Bot1,73,0.30,44,Success
Bot2,73,0.30,29,Bot got caught in fire along path
Bot3,73,0.30,29,Bot got caught in fire along path
Bot4,73,0.30,44,Success
Bot1,74,0.30,15,Success
Bot2,74,0.30,15,Success
Bot3,74,0.30,15,Success
Bot4,74,0.30,15,Success
Bot1,75,0.30,45,Success
Bot2,75,0.30,45,Success
Bot3,75,0.30,45,Success
Bot4,75,0.30,45,Success
Bot1,76,0.30,34,Bot got caught in fire
Bot2,76,0.30,48,Bot got caught in fire along path
Bot3,76,0.30,34,Bot got caught in fire along path
Bot4,76,0.30,40,No path to the goal available
Bot1,77,0.30,38,Success
Bot2,77,0.30,38,Success
Bot3,77,0.30,38,Success
Bot4,77,0.30,63,No path to the goal available
Bot1,78,0.30,22,Success
Bot2,78,0.30,22,Success
Bot3,78,0.30,22,Success
Bot4,78,0.30,22,Success
Bot1,79,0.30,26,Success
Bot2,79,0.30,26,Success
Bot3,79,0.30,26,Success
Bot4,79,0.30,26,Success
Bot1,80,0.30,42,Success
Bot2,80,0.30,42,Success
Bot3,80,0.30,42,Success
Bot4,80,0.30,42,Success
Bot1,81,0.30,34,Success
Bot2,81,0.30,36,Success
Bot3,81,0.30,34,Success
Bot4,81,0.30,34,Success
Bot1,82,0.30,40,Success
Bot2,82,0.30,42,Success
Bot3,82,0.30,40,Success
Bot4,82,0.30,44,Success
Bot1,83,0.30,40,Bot got caught in fire
Bot2,83,0.30,34,Bot got caught in fire along path
Bot3,83,0.30,31,Bot got caught in fire along path
Bot4,83,0.30,31,No path to the goal available
Bot1,84,0.30,52,Success
Bot2,84,0.30,56,Success
Bot3,84,0.30,52,Success
Bot4,84,0.30,52,Success
Bot1,85,0.30,10,Success
Bot2,85,0.30,10,Success
Bot3,85,0.30,10,Success
Bot4,85,0.30,10,Success
Bot1,86,0.30,21,Success
Bot2,86,0.30,21,Success
Bot3,86,0.30,21,Success
Bot4,86,0.30,21,Success
Bot1,87,0.30,47,Success
Bot2,87,0.30,47,Success
Bot3,87,0.30,47,Success
Bot4,87,0.30,47,Success
Bot1,88,0.30,26,Success
Bot2,88,0.30,26,Success
Bot3,88,0.30,26,Success
Bot4,88,0.30,26,Success
Bot1,89,0.30,8,Success
Bot2,89,0.30,8,Success
Bot3,89,0.30,8,Success
Bot4,89,0.30,8,Success
Bot1,90,0.30,21,Success
Bot2,90,0.30,21,Success
Bot3,90,0.30,21,Success
Bot4,90,0.30,21,Success
Bot1,91,0.30,24,Success
Bot2,91,0.30,24,Success
Bot3,91,0.30,24,Success
Bot4,91,0.30,24,Success
Bot1,92,0.30,24,Success
Bot2,92,0.30,24,Success
Bot3,92,0.30,24,Success
Bot4,92,0.30,24,Success
Bot1,93,0.30,33,Success
Bot2,93,0.30,33,Success
Bot3,93,0.30,33,Success
Bot4,93,0.30,33,Success
Bot1,94,0.30,18,Success
Bot2,94,0.30,18,Success
Bot3,94,0.30,18,Success
Bot4,94,0.30,18,Success
Bot1,95,0.30,29,Success
Bot2,95,0.30,29,Success
Bot3,95,0.30,29,Success
Bot4,95,0.30,29,Success
Bot1,96,0.30,47,Success
Bot2,96,0.30,47,Success
Bot3,96,0.30,47,Success
Bot4,96,0.30,47,Success
Bot1,97,0.30,21,Success
Bot2,97,0.30,21,Success
Bot3,97,0.30,21,Success
Bot4,97,0.30,21,Success
Bot1,98,0.30,25,Success
Bot2,98,0.30,25,Success
Bot3,98,0.30,25,Success
Bot4,98,0.30,25,Success
Bot1,99,0.30,15,Bot got caught in fire
Bot2,99,0.30,25,Success
Bot3,99,0.30,16,Bot got caught in fire along path
Bot4,99,0.30,32,No path to the goal available
Bot1,100,0.30,21,Success
Bot2,100,0.30,21,Success
Bot3,100,0.30,21,Success
Bot4,100,0.30,21,Success
Bot1,1,0.40,26,Bot got caught in fire
Bot2,1,0.40,28,Bot got caught in fire along path
Bot3,1,0.40,24,Bot got caught in fire along path
Bot4,1,0.40,9,No path to the goal available
Bot1,2,0.40,37,Success
Bot2,2,0.40,37,Success
Bot3,2,0.40,15,Bot got caught in fire along path
Bot4,2,0.40,37,Success
Bot1,3,0.40,16,Success
Bot2,3,0.40,16,Success
Bot3,3,0.40,16,Success
Bot4,3,0.40,16,Success
Bot1,4,0.40,4,Success
Bot2,4,0.40,4,Success
Bot3,4,0.40,4,Success
Bot4,4,0.40,4,Success
Bot1,5,0.40,25,Success
Bot2,5,0.40,25,Success
Bot3,5,0.40,25,Success
Bot4,5,0.40,25,Success
Bot1,6,0.40,20,Bot got caught in fire
Bot2,6,0.40,20,Bot got caught in fire along path
Bot3,6,0.40,22,Bot got caught in fire along path
Bot4,6,0.40,19,No path to the goal available
Bot1,7,0.40,39,Success
Bot2,7,0.40,39,Success
Bot3,7,0.40,39,Success
Bot4,7,0.40,39,Success
Bot1,8,0.40,20,Success
Bot2,8,0.40,20,Success
Bot3,8,0.40,20,Success
Bot4,8,0.40,20,Success
Bot1,9,0.40,30,Success
Bot2,9,0.40,30,Success
Bot3,9,0.40,30,Success
Bot4,9,0.40,30,Success
Bot1,10,0.40,39,Success
Bot2,10,0.40,39,Success
Bot3,10,0.40,39,Success
Bot4,10,0.40,39,Success
Bot1,11,0.40,6,Success
Bot2,11,0.40,6,Success
Bot3,11,0.40,6,Success
Bot4,11,0.40,6,Success
Bot1,12,0.40,16,Success
Bot2,12,0.40,16,Success
Bot3,12,0.40,16,Success
Bot4,12,0.40,16,Success
Bot1,13,0.40,23,Success
Bot2,13,0.40,23,Success
Bot3,13,0.40,23,Success
Bot4,13,0.40,23,Success
Bot1,14,0.40,32,Success
Bot2,14,0.40,32,Success
Bot3,14,0.40,32,Success
Bot4,14,0.40,32,Success
Bot1,15,0.40,42,Success
Bot2,15,0.40,42,Success
Bot3,15,0.40,42,Success
Bot4,15,0.40,42,Success
Bot1,16,0.40,1,Bot got caught in fire
Bot2,16,0.40,37,Success
Bot3,16,0.40,10,Bot got caught in fire along path
Bot4,16,0.40,57,Success
Bot1,17,0.40,24,Success
Bot2,17,0.40,4,Bot got caught in fire along path
Bot3,17,0.40,24,Success
Bot4,17,0.40,32,Success
Bot1,18,0.40,7,Success
Bot2,18,0.40,7,Success
Bot3,18,0.40,7,Success
Bot4,18,0.40,7,Success
Bot1,19,0.40,6,Success
Bot2,19,0.40,6,Success
Bot3,19,0.40,6,Success
Bot4,19,0.40,6,Success
Bot1,20,0.40,28,Success
Bot2,20,0.40,30,Success
Bot3,20,0.40,28,Success
Bot4,20,0.40,28,Success
Bot1,21,0.40,25,Success
Bot2,21,0.40,25,Success
Bot3,21,0.40,25,Success
Bot4,21,0.40,25,Success
Bot1,22,0.40,24,Success
Bot2,22,0.40,24,Success
Bot3,22,0.40,24,Success
Bot4,22,0.40,24,Success
