Bot,Simulation,q,Time Step,Result
Bot1,20,0.60,26,Success
Bot2,20,0.60,26,Success
Bot3,20,0.60,26,Success
Bot4,20,0.60,26,Success
Bot1,21,0.60,9,Success
Bot2,21,0.60,9,Success
Bot3,21,0.60,9,Success
Bot4,21,0.60,9,Success
Bot1,22,0.60,28,Bot got caught in fire
Bot2,22,0.60,26,Bot got caught in fire along path
Bot3,22,0.60,28,Bot got caught in fire along path
Bot4,22,0.60,12,No path to the goal available
Bot1,23,0.60,14,Success
Bot2,23,0.60,14,Success
Bot3,23,0.60,14,Success
Bot4,23,0.60,14,Success
Bot1,24,0.60,17,Success
Bot2,24,0.60,17,Success
Bot3,24,0.60,17,Success
Bot4,24,0.60,23,No path to the goal available
Bot1,25,0.60,33,Success
Bot2,25,0.60,33,Success
Bot3,25,0.60,33,Success
Bot4,25,0.60,33,Success
Bot1,26,0.60,11,Bot got caught in fire
Bot2,26,0.60,13,Success
Bot3,26,0.60,13,Success
Bot4,26,0.60,13,Success
Bot1,27,0.60,9,Success
Bot2,27,0.60,9,Success
Bot3,27,0.60,9,Success
Bot4,27,0.60,9,Success
Bot1,28,0.60,23,Bot got caught in fire
Bot2,28,0.60,25,Bot got caught in fire along path
Bot3,28,0.60,21,Bot got caught in fire along path
Bot4,28,0.60,3,No path to the goal available
Bot1,29,0.60,27,Success
Bot2,29,0.60,27,Success
Bot3,29,0.60,27,Success
Bot4,29,0.60,27,Success
Bot1,30,0.60,9,Bot got caught in fire
Bot2,30,0.60,7,Bot got caught in fire along path
Bot3,30,0.60,7,Bot got caught in fire along path
Bot4,30,0.60,65,Success
Bot1,31,0.60,13,Bot got caught in fire
Bot2,31,0.60,12,Bot got caught in fire along path
Bot3,31,0.60,12,Bot got caught in fire along path
Bot4,31,0.60,11,No path to the goal available
Bot1,32,0.60,36,Success
Bot2,32,0.60,36,Success
Bot3,32,0.60,36,Success
Bot4,32,0.60,36,Success
Bot1,33,0.60,13,Bot got caught in fire
Bot2,33,0.60,17,Bot got caught in fire along path
Bot3,33,0.60,19,Bot got caught in fire along path
Bot4,33,0.60,26,No path to the goal available
Bot1,34,0.60,33,Success
Bot2,34,0.60,7,Bot got caught in fire along path
Bot3,34,0.60,7,Bot got caught in fire along path
Bot4,34,0.60,33,Success
Bot1,35,0.60,39,Success
Bot2,35,0.60,39,Success
Bot3,35,0.60,39,Success
Bot4,35,0.60,39,Success
Bot1,36,0.60,18,Success
Bot2,36,0.60,18,Success
Bot3,36,0.60,18,Success
Bot4,36,0.60,18,Success
Bot1,37,0.60,36,Success
Bot2,37,0.60,38,Success
Bot3,37,0.60,36,Success
Bot4,37,0.60,36,Success
Bot1,38,0.60,26,Success
Bot2,38,0.60,26,Success
Bot3,38,0.60,26,Success
Bot4,38,0.60,26,Success
Bot1,39,0.60,35,Success
Bot2,39,0.60,37,Success
Bot3,39,0.60,35,Success
Bot4,39,0.60,35,Success
Bot1,40,0.60,14,Success
Bot2,40,0.60,14,Success
Bot3,40,0.60,14,Success
Bot4,40,0.60,14,Success
Bot1,41,0.60,42,Success
Bot2,41,0.60,42,Success
Bot3,41,0.60,32,Bot got caught in fire along path
Bot4,41,0.60,42,Success
Bot1,42,0.60,20,Success
Bot2,42,0.60,20,Success
Bot3,42,0.60,20,Success
Bot4,42,0.60,20,Success
Bot1,43,0.60,7,Bot got caught in fire
Bot2,43,0.60,7,Bot got caught in fire along path
Bot3,43,0.60,6,Bot got caught in fire along path
Bot4,43,0.60,60,No path to the goal available
Bot1,44,0.60,13,Bot got caught in fire
Bot2,44,0.60,14,Bot got caught in fire along path
Bot3,44,0.60,14,Bot got caught in fire along path
Bot4,44,0.60,36,No path to the goal available
Bot1,45,0.60,25,Success
Bot2,45,0.60,25,Success
Bot3,45,0.60,25,Success
Bot4,45,0.60,25,Success
Bot1,46,0.60,29,Bot got caught in fire
Bot2,46,0.60,28,Bot got caught in fire along path
Bot3,46,0.60,31,Success
Bot4,46,0.60,28,No path to the goal available
Bot1,47,0.60,30,Success
Bot2,47,0.60,30,Success
Bot3,47,0.60,30,Success
Bot4,47,0.60,30,Success
Bot1,48,0.60,13,Bot got caught in fire
Bot2,48,0.60,11,Bot got caught in fire along path
Bot3,48,0.60,11,Bot got caught in fire along path
Bot4,48,0.60,42,No path to the goal available
Bot1,49,0.60,23,Bot got caught in fire
Bot2,49,0.60,27,Success
Bot3,49,0.60,24,Bot got caught in fire along path
Bot4,49,0.60,19,No path to the goal available
Bot1,50,0.60,53,Success
Bot2,50,0.60,53,Success
Bot3,50,0.60,53,Success
Bot4,50,0.60,53,Success
Bot1,51,0.60,12,Bot got caught in fire
Bot2,51,0.60,13,Bot got caught in fire along path
Bot3,51,0.60,13,Bot got caught in fire along path
Bot4,51,0.60,50,Success
Bot1,52,0.60,12,Success
Bot2,52,0.60,12,Success
Bot3,52,0.60,12,Success
Bot4,52,0.60,12,Success
Bot1,53,0.60,20,Success
Bot2,53,0.60,20,Success
Bot3,53,0.60,20,Success
Bot4,53,0.60,20,Success
Bot1,54,0.60,20,Success
Bot2,54,0.60,20,Success
Bot3,54,0.60,20,Success
Bot4,54,0.60,20,Success
Bot1,55,0.60,26,Success
Bot2,55,0.60,26,Success
Bot3,55,0.60,26,Success
Bot4,55,0.60,26,Success
Bot1,56,0.60,20,Success
Bot2,56,0.60,20,Success
Bot3,56,0.60,20,Success
Bot4,56,0.60,20,Success
Bot1,57,0.60,21,Success
Bot2,57,0.60,21,Success
Bot3,57,0.60,21,Success
Bot4,57,0.60,21,Success
Bot1,58,0.60,4,Success
Bot2,58,0.60,4,Success
Bot3,58,0.60,4,Success
Bot4,58,0.60,4,Success
Bot1,59,0.60,35,Success
Bot2,59,0.60,35,Success
Bot3,59,0.60,35,Success
Bot4,59,0.60,35,Success
Bot1,60,0.60,19,Success
Bot2,60,0.60,19,Success
Bot3,60,0.60,19,Success
Bot4,60,0.60,19,Success
Bot1,61,0.60,24,Success
Bot2,61,0.60,24,Success
Bot3,61,0.60,24,Success
Bot4,61,0.60,24,Success
Bot1,62,0.60,34,Success
Bot2,62,0.60,34,Success
Bot3,62,0.60,34,Success
Bot4,62,0.60,34,Success
Bot1,63,0.60,25,Success
Bot2,63,0.60,25,Success
Bot3,63,0.60,25,Success
Bot4,63,0.60,25,Success
Bot1,64,0.60,37,Success
Bot2,64,0.60,37,Success
Bot3,64,0.60,37,Success
Bot4,64,0.60,37,Success
Bot1,65,0.60,33,Bot got caught in fire
Bot2,65,0.60,34,Bot got caught in fire along path
Bot3,65,0.60,31,Bot got caught in fire along path
Bot4,65,0.60,19,No path to the goal available
Bot1,66,0.60,2,Success
Bot2,66,0.60,2,Success
Bot3,66,0.60,2,Success
Bot4,66,0.60,2,Success
Bot1,67,0.60,14,Bot got caught in fire
Bot2,67,0.60,17,Bot got caught in fire along path
Bot3,67,0.60,22,Bot got caught in fire along path
Bot4,67,0.60,23,No path to the goal available
Bot1,68,0.60,4,Success
Bot2,68,0.60,4,Success
Bot3,68,0.60,4,Success
Bot4,68,0.60,4,Success
Bot1,69,0.60,9,Bot got caught in fire
Bot2,69,0.60,10,Bot got caught in fire along path
Bot3,69,0.60,9,Bot got caught in fire along path
Bot4,69,0.60,34,No path to the goal available
Bot1,70,0.60,11,Success
Bot2,70,0.60,11,Success
Bot3,70,0.60,11,Success
Bot4,70,0.60,11,Success
Bot1,71,0.60,10,Bot got caught in fire
Bot2,71,0.60,11,Bot got caught in fire along path
Bot3,71,0.60,10,Bot got caught in fire along path
Bot4,71,0.60,34,Success
Bot1,72,0.60,10,Bot got caught in fire
Bot2,72,0.60,14,Bot got caught in fire along path
Bot3,72,0.60,11,Bot got caught in fire along path
Bot4,72,0.60,9,No path to the goal available
Bot1,73,0.60,20,Success
Bot2,73,0.60,20,Success
Bot3,73,0.60,20,Success
Bot4,73,0.60,20,Success
Bot1,74,0.60,40,Success
Bot2,74,0.60,40,Success
Bot3,74,0.60,40,Success
Bot4,74,0.60,40,Success
Bot1,75,0.60,18,Bot got caught in fire
Bot2,75,0.60,17,Bot got caught in fire along path
Bot3,75,0.60,15,Bot got caught in fire along path
Bot4,75,0.60,19,No path to the goal available
Bot1,76,0.60,20,Bot got caught in fire
Bot2,76,0.60,25,Bot got caught in fire along path
Bot3,76,0.60,21,Bot got caught in fire along path
Bot4,76,0.60,40,Success
Bot1,77,0.60,18,Success
Bot2,77,0.60,18,Success
Bot3,77,0.60,18,Success
Bot4,77,0.60,18,Success
Bot1,78,0.60,9,Bot got caught in fire
Bot2,78,0.60,8,Bot got caught in fire along path
Bot3,78,0.60,9,Bot got caught in fire along path
Bot4,78,0.60,24,No path to the goal available
Bot1,79,0.60,10,Success
Bot2,79,0.60,10,Success
Bot3,79,0.60,10,Success
Bot4,79,0.60,10,Success
Bot1,80,0.60,19,Success
Bot2,80,0.60,19,Success
Bot3,80,0.60,19,Success
Bot4,80,0.60,19,Success
Bot1,81,0.60,37,Success
Bot2,81,0.60,37,Success
Bot3,81,0.60,37,Success
Bot4,81,0.60,37,Success
Bot1,82,0.60,28,Bot got caught in fire
Bot2,82,0.60,31,Success
Bot3,82,0.60,27,Bot got caught in fire along path
Bot4,82,0.60,22,No path to the goal available
Bot1,83,0.60,36,Bot got caught in fire
Bot2,83,0.60,33,Bot got caught in fire along path
Bot3,83,0.60,32,Bot got caught in fire along path
Bot4,83,0.60,32,No path to the goal available
Bot1,84,0.60,9,Bot got caught in fire
Bot2,84,0.60,15,Bot got caught in fire along path
Bot3,84,0.60,14,Bot got caught in fire along path
Bot4,84,0.60,13,No path to the goal available
Bot1,85,0.60,9,Success
Bot2,85,0.60,9,Success
Bot3,85,0.60,9,Success
Bot4,85,0.60,9,Success
Bot1,86,0.60,35,Success
Bot2,86,0.60,37,Success
Bot3,86,0.60,35,Success
Bot4,86,0.60,35,Success
Bot1,87,0.60,22,Success
Bot2,87,0.60,19,Bot got caught in fire along path
Bot3,87,0.60,18,Bot got caught in fire along path
Bot4,87,0.60,22,Success
Bot1,88,0.60,13,Success
Bot2,88,0.60,13,Success
Bot3,88,0.60,13,Success
Bot4,88,0.60,13,Success
Bot1,89,0.60,10,Bot got caught in fire
Bot2,89,0.60,11,Bot got caught in fire along path
Bot3,89,0.60,11,Bot got caught in fire along path
Bot4,89,0.60,33,No path to the goal available
Bot1,90,0.60,13,Success
Bot2,90,0.60,13,Success
Bot3,90,0.60,13,Success
Bot4,90,0.60,13,Success
Bot1,91,0.60,24,Bot got caught in fire
Bot2,91,0.60,27,Bot got caught in fire along path
Bot3,91,0.60,24,Bot got caught in fire along path
Bot4,91,0.60,32,No path to the goal available
Bot1,92,0.60,12,Bot got caught in fire
Bot2,92,0.60,29,Success
Bot3,92,0.60,29,Success
Bot4,92,0.60,29,Success
Bot1,93,0.60,16,Bot got caught in fire
Bot2,93,0.60,18,Bot got caught in fire along path
Bot3,93,0.60,18,Bot got caught in fire along path
Bot4,93,0.60,25,No path to the goal available
Bot1,94,0.60,45,Success
Bot2,94,0.60,45,Success
Bot3,94,0.60,39,Bot got caught in fire along path
Bot4,94,0.60,45,Success
Bot1,95,0.60,19,Success
Bot2,95,0.60,19,Success
Bot3,95,0.60,19,Success
Bot4,95,0.60,19,Success
Bot1,96,0.60,39,Success
Bot2,96,0.60,39,Success
Bot3,96,0.60,39,Success
Bot4,96,0.60,39,Success
Bot1,97,0.60,22,Success
Bot2,97,0.60,22,Success
Bot3,97,0.60,22,Success
Bot4,97,0.60,22,Success
Bot1,98,0.60,21,Success
Bot2,98,0.60,23,Success
Bot3,98,0.60,21,Success
Bot4,98,0.60,21,Success
Bot1,99,0.60,9,Bot got caught in fire
Bot2,99,0.60,15,Bot got caught in fire along path
Bot3,99,0.60,14,Bot got caught in fire along path
Bot4,99,0.60,32,No path to the goal available
Bot1,100,0.60,32,Success
Bot2,100,0.60,32,Success
Bot3,100,0.60,32,Success
Bot4,100,0.60,32,Success
Bot1,1,0.70,38,Bot got caught in fire
Bot2,1,0.70,27,Bot got caught in fire along path
Bot3,1,0.70,25,Bot got caught in fire along path
Bot4,1,0.70,37,No path to the goal available
Bot1,2,0.70,34,Success
Bot2,2,0.70,34,Success
Bot3,2,0.70,34,Success
Bot4,2,0.70,34,Success
Bot1,3,0.70,25,Success
Bot2,3,0.70,25,Success
Bot3,3,0.70,25,Success
Bot4,3,0.70,25,Success
Bot1,4,0.70,19,Success
Bot2,4,0.70,19,Success
Bot3,4,0.70,19,Success
Bot4,4,0.70,19,Success
Bot1,5,0.70,20,Bot got caught in fire
Bot2,5,0.70,19,Bot got caught in fire along path
Bot3,5,0.70,21,Bot got caught in fire along path
Bot4,5,0.70,19,No path to the goal available
Bot1,6,0.70,19,Success
Bot2,6,0.70,19,Success
Bot3,6,0.70,19,Success
Bot4,6,0.70,19,Success
Bot1,7,0.70,34,Success
Bot2,7,0.70,36,Success
Bot3,7,0.70,34,Success
Bot4,7,0.70,34,Success
Bot1,8,0.70,26,Success
Bot2,8,0.70,26,Success
Bot3,8,0.70,26,Success
Bot4,8,0.70,26,Success
Bot1,9,0.70,28,Success
Bot2,9,0.70,28,Success
Bot3,9,0.70,28,Success
Bot4,9,0.70,28,Success
Bot1,10,0.70,38,Bot got caught in fire
Bot2,10,0.70,44,Success
Bot3,10,0.70,44,Success
Bot4,10,0.70,44,Success
Bot1,11,0.70,29,Bot got caught in fire
Bot2,11,0.70,31,Bot got caught in fire along path
Bot3,11,0.70,30,Bot got caught in fire along path
Bot4,11,0.70,20,No path to the goal available
Bot1,12,0.70,9,Success
Bot2,12,0.70,9,Success
Bot3,12,0.70,9,Success
Bot4,12,0.70,9,Success
Bot1,13,0.70,19,Success
Bot2,13,0.70,19,Success
Bot3,13,0.70,19,Success
Bot4,13,0.70,19,Success
Bot1,14,0.70,15,Bot got caught in fire
Bot2,14,0.70,15,Bot got caught in fire along path
Bot3,14,0.70,15,Bot got caught in fire along path
Bot4,14,0.70,15,No path to the goal available
Bot1,15,0.70,20,Bot got caught in fire
Bot2,15,0.70,22,Bot got caught in fire along path
Bot3,15,0.70,19,Bot got caught in fire along path
Bot4,15,0.70,35,No path to the goal available
Bot1,16,0.70,53,Success
Bot2,16,0.70,53,Success
Bot3,16,0.70,53,Success
Bot4,16,0.70,53,Success
Bot1,17,0.70,22,Bot got caught in fire
Bot2,17,0.70,20,Bot got caught in fire along path
Bot3,17,0.70,20,Bot got caught in fire along path
Bot4,17,0.70,23,No path to the goal available
Bot1,18,0.70,18,Success
Bot2,18,0.70,18,Success
Bot3,18,0.70,18,Success
Bot4,18,0.70,18,Success
Bot1,19,0.70,23,Bot got caught in fire
Bot2,19,0.70,20,Bot got caught in fire along path
Bot3,19,0.70,22,Bot got caught in fire along path
Bot4,19,0.70,14,No path to the goal available
Bot1,20,0.70,9,Success
Bot2,20,0.70,9,Success
Bot3,20,0.70,9,Success
Bot4,20,0.70,9,Success
Bot1,21,0.70,11,Bot got caught in fire
Bot2,21,0.70,8,Bot got caught in fire along path
Bot3,21,0.70,9,Bot got caught in fire along path
Bot4,21,0.70,15,No path to the goal available
Bot1,22,0.70,45,Success
Bot2,22,0.70,45,Success
Bot3,22,0.70,45,Success
Bot4,22,0.70,45,Success
Bot1,23,0.70,18,Bot got caught in fire
Bot2,23,0.70,17,Bot got caught in fire along path
Bot3,23,0.70,20,Bot got caught in fire along path
Bot4,23,0.70,9,No path to the goal available
Bot1,24,0.70,45,Success
Bot2,24,0.70,45,Success
Bot3,24,0.70,45,Success
Bot4,24,0.70,45,Success
Bot1,25,0.70,6,Bot got caught in fire
Bot2,25,0.70,6,Bot got caught in fire along path
Bot3,25,0.70,7,Bot got caught in fire along path
Bot4,25,0.70,38,No path to the goal available
Bot1,26,0.70,14,Success
Bot2,26,0.70,14,Success
Bot3,26,0.70,14,Success
Bot4,26,0.70,14,Success
Bot1,27,0.70,27,Success
Bot2,27,0.70,27,Success
Bot3,27,0.70,27,Success
Bot4,27,0.70,27,Success
Bot1,28,0.70,38,Bot got caught in fire
Bot2,28,0.70,31,Bot got caught in fire along path
Bot3,28,0.70,41,Bot got caught in fire along path
Bot4,28,0.70,36,No path to the goal available
Bot1,29,0.70,13,Success
Bot2,29,0.70,13,Success
Bot3,29,0.70,13,Success
Bot4,29,0.70,13,Success
Bot1,30,0.70,37,Success
Bot2,30,0.70,37,Success
Bot3,30,0.70,37,Success
Bot4,30,0.70,37,Success
Bot1,31,0.70,25,Success
Bot2,31,0.70,25,Success
Bot3,31,0.70,25,Success
Bot4,31,0.70,25,Success
Bot1,32,0.70,37,Success
Bot2,32,0.70,37,Success
Bot3,32,0.70,37,Success
Bot4,32,0.70,37,Success
Bot1,33,0.70,9,Bot got caught in fire
Bot2,33,0.70,17,Bot got caught in fire along path
Bot3,33,0.70,17,Bot got caught in fire along path
Bot4,33,0.70,43,Success
Bot1,34,0.70,16,Success
Bot2,34,0.70,16,Success
Bot3,34,0.70,16,Success
Bot4,34,0.70,16,Success
Bot1,35,0.70,8,Bot got caught in fire
Bot2,35,0.70,7,Bot got caught in fire along path
Bot3,35,0.70,8,Bot got caught in fire along path
Bot4,35,0.70,9,No path to the goal available
Bot1,36,0.70,25,Bot got caught in fire
Bot2,36,0.70,26,Bot got caught in fire along path
Bot3,36,0.70,24,Bot got caught in fire along path
Bot4,36,0.70,35,No path to the goal available
Bot1,37,0.70,29,Bot got caught in fire
Bot2,37,0.70,29,Bot got caught in fire along path
Bot3,37,0.70,33,Bot got caught in fire along path
Bot4,37,0.70,24,No path to the goal available
Bot1,38,0.70,21,Success
Bot2,38,0.70,21,Success
Bot3,38,0.70,21,Success
Bot4,38,0.70,21,Success
Bot1,39,0.70,15,Bot got caught in fire
Bot2,39,0.70,13,Bot got caught in fire along path
Bot3,39,0.70,13,Bot got caught in fire along path
Bot4,39,0.70,27,No path to the goal available
Bot1,40,0.70,30,Success
Bot2,40,0.70,30,Success
Bot3,40,0.70,30,Success
Bot4,40,0.70,30,Success
Bot1,41,0.70,31,Success
Bot2,41,0.70,31,Success
Bot3,41,0.70,31,Success
Bot4,41,0.70,31,Success
Bot1,42,0.70,25,Success
Bot2,42,0.70,27,Success
Bot3,42,0.70,25,Success
Bot4,42,0.70,25,Success
Bot1,43,0.70,3,Bot got caught in fire
Bot2,43,0.70,4,Bot got caught in fire along path
Bot3,43,0.70,3,Bot got caught in fire along path
Bot4,43,0.70,23,Success
Bot1,44,0.70,40,Success
Bot2,44,0.70,40,Success
Bot3,44,0.70,35,Bot got caught in fire along path
Bot4,44,0.70,40,Success
Bot1,45,0.70,43,Success
Bot2,45,0.70,43,Success
Bot3,45,0.70,43,Success
Bot4,45,0.70,43,Success
Bot1,46,0.70,7,Success
Bot2,46,0.70,7,Success
Bot3,46,0.70,7,Success
Bot4,46,0.70,7,Success
Bot1,47,0.70,9,Success
Bot2,47,0.70,9,Success
Bot3,47,0.70,9,Success
Bot4,47,0.70,9,Success
Bot1,48,0.70,32,Success
Bot2,48,0.70,32,Success
Bot3,48,0.70,32,Success
Bot4,48,0.70,32,Success
Bot1,49,0.70,45,Success
Bot2,49,0.70,45,Success
Bot3,49,0.70,45,Success
Bot4,49,0.70,45,Success
Bot1,50,0.70,21,Success
Bot2,50,0.70,21,Success
Bot3,50,0.70,21,Success
Bot4,50,0.70,21,Success
Bot1,51,0.70,50,Success
Bot2,51,0.70,50,Success
Bot3,51,0.70,50,Success
Bot4,51,0.70,50,Success
Bot1,52,0.70,28,Bot got caught in fire
Bot2,52,0.70,29,Bot got caught in fire along path
Bot3,52,0.70,28,Bot got caught in fire along path
Bot4,52,0.70,24,No path to the goal available
Bot1,53,0.70,53,Success
Bot2,53,0.70,53,Success
Bot3,53,0.70,53,Success
Bot4,53,0.70,53,Success
Bot1,54,0.70,16,Success
Bot2,54,0.70,16,Success
Bot3,54,0.70,16,Success
Bot4,54,0.70,16,Success
Bot1,55,0.70,21,Bot got caught in fire
Bot2,55,0.70,22,Bot got caught in fire along path
Bot3,55,0.70,21,Bot got caught in fire along path
Bot4,55,0.70,25,No path to the goal available
Bot1,56,0.70,9,Bot got caught in fire
Bot2,56,0.70,9,Bot got caught in fire along path
Bot3,56,0.70,9,Bot got caught in fire along path
Bot4,56,0.70,17,No path to the goal available
Bot1,57,0.70,9,Success
Bot2,57,0.70,9,Success
Bot3,57,0.70,9,Success
Bot4,57,0.70,9,Success
Bot1,58,0.70,25,Bot got caught in fire
Bot2,58,0.70,46,Bot got caught in fire along path
Bot3,58,0.70,44,Bot got caught in fire along path
Bot4,58,0.70,49,No path to the goal available
Bot1,59,0.70,24,Bot got caught in fire
Bot2,59,0.70,14,Bot got caught in fire along path
Bot3,59,0.70,24,Bot got caught in fire along path
Bot4,59,0.70,18,No path to the goal available
Bot1,60,0.70,30,Success
Bot2,60,0.70,30,Bot got caught in fire along path
Bot3,60,0.70,30,Success
Bot4,60,0.70,30,Success
Bot1,61,0.70,16,Bot got caught in fire
Bot2,61,0.70,9,Bot got caught in fire along path
Bot3,61,0.70,16,Bot got caught in fire along path
Bot4,61,0.70,20,No path to the goal available
Bot1,62,0.70,20,Success
Bot2,62,0.70,20,Success
Bot3,62,0.70,20,Success
Bot4,62,0.70,20,Success
Bot1,63,0.70,16,Bot got caught in fire
Bot2,63,0.70,22,Bot got caught in fire along path
Bot3,63,0.70,22,Bot got caught in fire along path
Bot4,63,0.70,21,No path to the goal available
Bot1,64,0.70,16,Bot got caught in fire
Bot2,64,0.70,16,Bot got caught in fire along path
Bot3,64,0.70,15,Bot got caught in fire along path
Bot4,64,0.70,28,No path to the goal available
Bot1,65,0.70,33,Success
Bot2,65,0.70,33,Success
Bot3,65,0.70,33,Success
Bot4,65,0.70,33,Success
Bot1,66,0.70,12,Success
Bot2,66,0.70,12,Success
Bot3,66,0.70,12,Success
Bot4,66,0.70,12,Success
Bot1,67,0.70,10,Success
Bot2,67,0.70,10,Success
Bot3,67,0.70,10,Success
Bot4,67,0.70,10,Success
Bot1,68,0.70,20,Success
Bot2,68,0.70,22,Success
Bot3,68,0.70,20,Success
Bot4,68,0.70,20,Success
Bot1,69,0.70,19,Success
Bot2,69,0.70,19,Success
Bot3,69,0.70,19,Success
Bot4,69,0.70,19,Success
Bot1,70,0.70,26,Success
Bot2,70,0.70,26,Success
Bot3,70,0.70,26,Success
Bot4,70,0.70,26,Success
Bot1,71,0.70,13,Bot got caught in fire
Bot2,71,0.70,11,Bot got caught in fire along path
Bot3,71,0.70,12,Bot got caught in fire along path
Bot4,71,0.70,2,No path to the goal available
Bot1,72,0.70,16,Success
Bot2,72,0.70,16,Success
Bot3,72,0.70,16,Success
Bot4,72,0.70,16,Success
Bot1,73,0.70,15,Success
Bot2,73,0.70,15,Success
Bot3,73,0.70,15,Success
Bot4,73,0.70,15,Success
Bot1,74,0.70,22,Success
Bot2,74,0.70,24,Success
Bot3,74,0.70,22,Success
Bot4,74,0.70,22,Success
Bot1,75,0.70,22,Success
Bot2,75,0.70,22,Success
Bot3,75,0.70,22,Success
Bot4,75,0.70,22,Success
Bot1,76,0.70,15,Bot got caught in fire
Bot2,76,0.70,16,Bot got caught in fire along path
Bot3,76,0.70,16,Bot got caught in fire along path
Bot4,76,0.70,23,No path to the goal available
Bot1,77,0.70,34,Success
Bot2,77,0.70,36,Success
Bot3,77,0.70,34,Success
Bot4,77,0.70,34,Success
Bot1,78,0.70,34,Success
Bot2,78,0.70,34,Success
Bot3,78,0.70,34,Success
Bot4,78,0.70,34,Success
Bot1,79,0.70,41,Bot got caught in fire
Bot2,79,0.70,37,Bot got caught in fire along path
Bot3,79,0.70,46,Bot got caught in fire along path
Bot4,79,0.70,42,No path to the goal available
Bot1,80,0.70,37,Bot got caught in fire
Bot2,80,0.70,35,Bot got caught in fire along path
Bot3,80,0.70,36,Bot got caught in fire along path
Bot4,80,0.70,48,No path to the goal available
Bot1,81,0.70,27,Success
Bot2,81,0.70,27,Success
Bot3,81,0.70,27,Success
Bot4,81,0.70,27,Success
Bot1,82,0.70,3,Success
Bot2,82,0.70,3,Success
Bot3,82,0.70,3,Success
Bot4,82,0.70,3,Success
Bot1,83,0.70,51,Success
Bot2,83,0.70,5,Bot got caught in fire along path
Bot3,83,0.70,5,Bot got caught in fire along path
Bot4,83,0.70,32,No path to the goal available
Bot1,84,0.70,17,Bot got caught in fire
Bot2,84,0.70,9,Bot got caught in fire along path
Bot3,84,0.70,12,Bot got caught in fire along path
Bot4,84,0.70,47,No path to the goal available
Bot1,85,0.70,20,Success
Bot2,85,0.70,20,Success
Bot3,85,0.70,20,Success
Bot4,85,0.70,20,Success
Bot1,86,0.70,13,Bot got caught in fire
Bot2,86,0.70,10,Bot got caught in fire along path
Bot3,86,0.70,11,Bot got caught in fire along path
Bot4,86,0.70,17,No path to the goal available
Bot1,87,0.70,25,Bot got caught in fire
Bot2,87,0.70,25,Bot got caught in fire along path
Bot3,87,0.70,25,Bot got caught in fire along path
Bot4,87,0.70,13,No path to the goal available
Bot1,88,0.70,38,Bot got caught in fire
Bot2,88,0.70,39,Bot got caught in fire along path
Bot3,88,0.70,38,Bot got caught in fire along path
Bot4,88,0.70,38,No path to the goal available
Bot1,89,0.70,22,Success
Bot2,89,0.70,22,Success
Bot3,89,0.70,22,Success
Bot4,89,0.70,22,Success
Bot1,90,0.70,7,Success
Bot2,90,0.70,7,Success
Bot3,90,0.70,7,Success
Bot4,90,0.70,7,Success
Bot1,91,0.70,7,Success
Bot2,91,0.70,7,Success
Bot3,91,0.70,7,Success
Bot4,91,0.70,7,Success
Bot1,92,0.70,12,Success
Bot2,92,0.70,12,Success
Bot3,92,0.70,12,Success
Bot4,92,0.70,12,Success
Bot1,93,0.70,25,Bot got caught in fire
Bot2,93,0.70,19,Bot got caught in fire along path
Bot3,93,0.70,22,Bot got caught in fire along path
Bot4,93,0.70,26,No path to the goal available
Bot1,94,0.70,27,Bot got caught in fire
Bot2,94,0.70,29,Bot got caught in fire along path
Bot3,94,0.70,25,Bot got caught in fire along path
Bot4,94,0.70,35,Success
Bot1,95,0.70,40,Success
Bot2,95,0.70,40,Success
Bot3,95,0.70,40,Success
Bot4,95,0.70,40,Success
Bot1,96,0.70,7,Success
Bot2,96,0.70,7,Success
Bot3,96,0.70,7,Success
Bot4,96,0.70,7,Success
Bot1,97,0.70,48,Success
Bot2,97,0.70,40,Bot got caught in fire along path
Bot3,97,0.70,32,Bot got caught in fire along path
Bot4,97,0.70,48,Success
Bot1,98,0.70,27,Success
Bot2,98,0.70,27,Success
Bot3,98,0.70,27,Success
Bot4,98,0.70,27,Success
Bot1,99,0.70,19,Success
Bot2,99,0.70,19,Success
Bot3,99,0.70,19,Success
Bot4,99,0.70,19,Success
Bot1,100,0.70,7,Success
Bot2,100,0.70,7,Success
Bot3,100,0.70,7,Success
Bot4,100,0.70,7,Success
Bot1,1,0.80,4,Success
Bot2,1,0.80,4,Success
Bot3,1,0.80,4,Success
Bot4,1,0.80,4,Success
Bot1,2,0.80,31,Bot got caught in fire
Bot2,2,0.80,32,Bot got caught in fire along path
Bot3,2,0.80,28,Bot got caught in fire along path
Bot4,2,0.80,25,No path to the goal available
Bot1,3,0.80,23,Success
Bot2,3,0.80,23,Success
Bot3,3,0.80,23,Success
Bot4,3,0.80,23,Success
Bot1,4,0.80,35,Success
Bot2,4,0.80,35,Success
Bot3,4,0.80,35,Success
Bot4,4,0.80,35,Success
Bot1,5,0.80,43,Success
Bot2,5,0.80,43,Success
Bot3,5,0.80,43,Success
Bot4,5,0.80,43,Success
Bot1,6,0.80,15,Bot got caught in fire
Bot2,6,0.80,16,Bot got caught in fire along path
Bot3,6,0.80,17,Bot got caught in fire along path
Bot4,6,0.80,29,No path to the goal available
Bot1,7,0.80,32,Bot got caught in fire
